step,agentId,travelStartTime,travelStartPlaceType,travelStartLocationId,travelEndTime,travelEndLocationId,travelEndPlaceType,intendedTravelEndLocationId,intendedTravelEndPlaceType,purpose,checkInTime,checkOutTime,minPeopleAtPlace,maxPeopleAtPlace,moneyBalanceBefore,moneyBalanceAfter,venueGeometry,venueType,eventDetails,participantIds,eventOtherDetails
1245,2,2025-07-04T19:15:00.000,AtRestaurant,11,2025-07-04T19:25:00.000,1,AtHome,1,AtHome,Coming Back From Restaurant,2025-07-04T19:25:00.000,2025-07-05T07:45:00.000,0,0,11048.665385608876,11048.665385608876,POINT (485057.58590894594 4420442.765882327),Apartment,0,None,None
1247,4,2025-07-04T18:40:00.000,AtRestaurant,11,2025-07-04T18:50:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-04T18:50:00.000,2025-07-05T07:55:00.000,0,0,10478.367354659002,10478.367354659002,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
1248,3,2025-07-04T16:55:00.000,AtRestaurant,11,2025-07-04T17:00:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-04T17:00:00.000,2025-07-05T08:00:00.000,0,0,10567.028225517075,10567.028225517075,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
1251,1,2025-07-05T07:40:00.000,AtHome,2,2025-07-05T07:55:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-05T07:55:00.000,2025-07-05T08:15:00.000,0,0,10406.140740632605,10401.424436296746,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1252,2,2025-07-05T07:45:00.000,AtHome,1,2025-07-05T08:00:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-05T08:00:00.000,2025-07-05T08:20:00.000,0,0,11048.665385608876,11043.949081273016,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1253,4,2025-07-05T07:55:00.000,AtHome,0,2025-07-05T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-05T08:05:00.000,2025-07-05T08:25:00.000,0,0,10478.367354659002,10473.651050323142,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1253,3,2025-07-05T08:00:00.000,AtHome,0,2025-07-05T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-05T08:05:00.000,2025-07-05T08:25:00.000,0,0,10567.028225517075,10562.311921181215,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1255,1,2025-07-05T08:15:00.000,AtRestaurant,11,2025-07-05T08:30:00.000,2,AtHome,2,AtHome,Coming Back From Restaurant,2025-07-05T08:30:00.000,2025-07-05T08:35:00.000,0,0,10401.424436296746,10401.424436296746,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1258,0,2025-07-05T07:35:00.000,AtHome,3,2025-07-05T07:40:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-05T07:40:00.000,2025-07-05T08:50:00.000,0,0,9909.34007326713,9895.727794950415,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1260,0,2025-07-05T08:50:00.000,AtRecreation,10,2025-07-05T08:55:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-05T08:55:00.000,2025-07-05T09:00:00.000,0,0,9895.727794950415,9895.727794950415,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1280,0,2025-07-05T09:00:00.000,AtHome,3,2025-07-05T09:05:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-05T09:05:00.000,2025-07-05T10:40:00.000,0,0,9895.727794950415,9877.253988663444,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1280,1,2025-07-05T08:35:00.000,AtHome,2,2025-07-05T08:40:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-05T08:40:00.000,2025-07-05T10:40:00.000,0,0,10401.424436296746,10378.08910203952,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1282,1,2025-07-05T10:40:00.000,AtRecreation,10,2025-07-05T10:45:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-05T10:45:00.000,2025-07-05T10:50:00.000,0,0,10378.08910203952,10378.08910203952,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1282,0,2025-07-05T10:40:00.000,AtRecreation,10,2025-07-05T10:45:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-05T10:45:00.000,2025-07-05T10:50:00.000,0,0,9877.253988663444,9877.253988663444,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1301,1,2025-07-05T10:50:00.000,AtHome,2,2025-07-05T10:55:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-05T10:55:00.000,2025-07-05T12:25:00.000,0,0,10378.08910203952,10360.587601346599,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1303,1,2025-07-05T12:25:00.000,AtRecreation,10,2025-07-05T12:30:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-05T12:30:00.000,2025-07-05T12:35:00.000,0,0,10360.587601346599,10360.587601346599,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1310,0,2025-07-05T10:50:00.000,AtHome,3,2025-07-05T10:55:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-05T10:55:00.000,2025-07-05T13:10:00.000,0,0,9877.253988663444,9851.001737624063,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1312,0,2025-07-05T13:10:00.000,AtRecreation,10,2025-07-05T13:15:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-05T13:15:00.000,2025-07-05T13:20:00.000,0,0,9851.001737624063,9851.001737624063,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1320,1,2025-07-05T12:35:00.000,AtHome,2,2025-07-05T12:40:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-05T12:40:00.000,2025-07-05T14:00:00.000,0,0,10360.587601346599,10333.363044713167,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1322,1,2025-07-05T14:00:00.000,AtRecreation,10,2025-07-05T14:05:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-05T14:05:00.000,2025-07-05T14:10:00.000,0,0,10333.363044713167,10333.363044713167,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1339,0,2025-07-05T13:20:00.000,AtHome,3,2025-07-05T13:25:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-05T13:25:00.000,2025-07-05T15:35:00.000,0,0,9851.001737624063,9814.054125050121,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1341,0,2025-07-05T15:35:00.000,AtRecreation,10,2025-07-05T15:40:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-05T15:40:00.000,2025-07-05T15:45:00.000,0,0,9814.054125050121,9814.054125050121,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1350,3,2025-07-05T08:25:00.000,AtRestaurant,11,2025-07-05T08:30:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-05T08:30:00.000,2025-07-05T16:30:00.000,0,0,10562.311921181215,10562.311921181215,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
1354,1,2025-07-05T14:10:00.000,AtHome,2,2025-07-05T14:15:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-05T14:15:00.000,2025-07-05T16:50:00.000,0,0,10333.363044713167,10303.221571297581,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1355,3,2025-07-05T16:30:00.000,AtHome,0,2025-07-05T16:35:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-05T16:35:00.000,2025-07-05T16:55:00.000,0,0,10562.311921181215,10557.595616845356,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1356,1,2025-07-05T16:50:00.000,AtRecreation,10,2025-07-05T16:55:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-05T16:55:00.000,2025-07-05T17:00:00.000,0,0,10303.221571297581,10303.221571297581,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1361,0,2025-07-05T15:45:00.000,AtHome,3,2025-07-05T15:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-05T15:50:00.000,2025-07-05T17:25:00.000,0,0,9814.054125050121,9795.58031876315,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1363,0,2025-07-05T17:25:00.000,AtRecreation,10,2025-07-05T17:30:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-05T17:30:00.000,2025-07-05T17:35:00.000,0,0,9795.58031876315,9795.58031876315,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1370,4,2025-07-05T08:25:00.000,AtRestaurant,11,2025-07-05T08:35:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-05T08:35:00.000,2025-07-05T18:10:00.000,0,0,10473.651050323142,10473.651050323142,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
1372,1,2025-07-05T17:00:00.000,AtHome,2,2025-07-05T17:05:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-05T17:05:00.000,2025-07-05T18:20:00.000,0,0,10303.221571297581,10288.636987386813,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1374,1,2025-07-05T18:20:00.000,AtRecreation,10,2025-07-05T18:25:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-05T18:25:00.000,2025-07-05T18:30:00.000,0,0,10288.636987386813,10288.636987386813,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1376,4,2025-07-05T18:10:00.000,AtHome,0,2025-07-05T18:20:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-05T18:20:00.000,2025-07-05T18:40:00.000,0,0,10473.651050323142,10468.934745987282,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1380,0,2025-07-05T17:35:00.000,AtHome,3,2025-07-05T17:40:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-05T17:40:00.000,2025-07-05T19:00:00.000,0,0,9795.58031876315,9780.023429258332,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1382,0,2025-07-05T19:00:00.000,AtRecreation,10,2025-07-05T19:05:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-05T19:05:00.000,2025-07-05T19:10:00.000,0,0,9780.023429258332,9780.023429258332,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1383,2,2025-07-05T08:20:00.000,AtRestaurant,11,2025-07-05T08:30:00.000,1,AtHome,1,AtHome,Coming Back From Restaurant,2025-07-05T08:30:00.000,2025-07-05T19:15:00.000,0,0,11043.949081273016,11043.949081273016,POINT (485057.58590894594 4420442.765882327),Apartment,0,None,None
1390,2,2025-07-05T19:15:00.000,AtHome,1,2025-07-05T19:30:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-05T19:30:00.000,2025-07-05T19:50:00.000,0,0,11043.949081273016,11039.232776937157,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1394,1,2025-07-05T18:30:00.000,AtHome,2,2025-07-05T18:35:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-05T18:35:00.000,2025-07-05T20:10:00.000,0,0,10288.636987386813,10270.163181099842,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1409,0,2025-07-05T19:10:00.000,AtHome,3,2025-07-05T19:15:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-05T19:15:00.000,2025-07-05T21:25:00.000,0,0,9780.023429258332,9754.743483813003,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1522,0,2025-07-05T21:25:00.000,AtRecreation,10,2025-07-05T21:30:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-05T21:30:00.000,2025-07-06T06:50:00.000,0,0,9754.743483813003,9754.743483813003,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1528,0,2025-07-06T06:50:00.000,AtHome,3,2025-07-06T07:00:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-06T07:00:00.000,2025-07-06T07:20:00.000,0,0,9754.743483813003,9750.027179477143,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1531,0,2025-07-06T07:20:00.000,AtRestaurant,11,2025-07-06T07:30:00.000,3,AtHome,3,AtHome,Coming Back From Restaurant,2025-07-06T07:30:00.000,2025-07-06T07:35:00.000,0,0,9750.027179477143,9750.027179477143,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1532,1,2025-07-05T20:10:00.000,AtRecreation,10,2025-07-05T20:15:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-05T20:15:00.000,2025-07-06T07:40:00.000,0,0,10270.163181099842,10266.163181099842,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1535,4,2025-07-05T18:40:00.000,AtRestaurant,11,2025-07-05T18:50:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-05T18:50:00.000,2025-07-06T07:55:00.000,0,0,10468.934745987282,10468.934745987282,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
1536,3,2025-07-05T16:55:00.000,AtRestaurant,11,2025-07-05T17:00:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-05T17:00:00.000,2025-07-06T08:00:00.000,0,0,10557.595616845356,10557.595616845356,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
1541,3,2025-07-06T08:00:00.000,AtHome,0,2025-07-06T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-06T08:05:00.000,2025-07-06T08:25:00.000,0,0,10557.595616845356,10552.879312509496,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1541,4,2025-07-06T07:55:00.000,AtHome,0,2025-07-06T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-06T08:05:00.000,2025-07-06T08:25:00.000,0,0,10468.934745987282,10464.218441651423,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1547,0,2025-07-06T07:35:00.000,AtHome,3,2025-07-06T07:40:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T07:40:00.000,2025-07-06T08:55:00.000,0,0,9750.027179477143,9735.442595566376,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1549,0,2025-07-06T08:55:00.000,AtRecreation,10,2025-07-06T09:00:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-06T09:00:00.000,2025-07-06T09:05:00.000,0,0,9735.442595566376,9735.442595566376,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1553,1,2025-07-06T07:40:00.000,AtHome,2,2025-07-06T07:45:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T07:45:00.000,2025-07-06T09:25:00.000,0,0,10266.163181099842,10246.71706921882,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1555,1,2025-07-06T09:25:00.000,AtRecreation,10,2025-07-06T09:30:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-06T09:30:00.000,2025-07-06T09:35:00.000,0,0,10246.71706921882,10246.71706921882,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1573,1,2025-07-06T09:35:00.000,AtHome,2,2025-07-06T09:40:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T09:40:00.000,2025-07-06T11:05:00.000,0,0,10246.71706921882,10230.18787411995,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1573,0,2025-07-06T09:05:00.000,AtHome,3,2025-07-06T09:10:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T09:10:00.000,2025-07-06T11:05:00.000,0,0,9735.442595566376,9713.0795669032,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1575,1,2025-07-06T11:05:00.000,AtRecreation,10,2025-07-06T11:10:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-06T11:10:00.000,2025-07-06T11:15:00.000,0,0,10230.18787411995,10230.18787411995,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1575,0,2025-07-06T11:05:00.000,AtRecreation,10,2025-07-06T11:10:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-06T11:10:00.000,2025-07-06T11:15:00.000,0,0,9713.0795669032,9713.0795669032,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1591,0,2025-07-06T11:15:00.000,AtHome,3,2025-07-06T11:20:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T11:20:00.000,2025-07-06T12:35:00.000,0,0,9713.0795669032,9698.494982992432,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1593,0,2025-07-06T12:35:00.000,AtRecreation,10,2025-07-06T12:40:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-06T12:40:00.000,2025-07-06T12:45:00.000,0,0,9698.494982992432,9698.494982992432,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1601,1,2025-07-06T11:15:00.000,AtHome,2,2025-07-06T11:20:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T11:20:00.000,2025-07-06T13:25:00.000,0,0,10230.18787411995,10194.212567140059,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1603,1,2025-07-06T13:25:00.000,AtRecreation,10,2025-07-06T13:30:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-06T13:30:00.000,2025-07-06T13:35:00.000,0,0,10194.212567140059,10194.212567140059,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1615,0,2025-07-06T12:45:00.000,AtHome,3,2025-07-06T12:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T12:50:00.000,2025-07-06T14:35:00.000,0,0,9698.494982992432,9666.408898388745,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1617,0,2025-07-06T14:35:00.000,AtRecreation,10,2025-07-06T14:40:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-06T14:40:00.000,2025-07-06T14:45:00.000,0,0,9666.408898388745,9666.408898388745,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1626,1,2025-07-06T13:35:00.000,AtHome,2,2025-07-06T13:40:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T13:40:00.000,2025-07-06T15:30:00.000,0,0,10194.212567140059,10172.821844070933,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1628,1,2025-07-06T15:30:00.000,AtRecreation,10,2025-07-06T15:35:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-06T15:35:00.000,2025-07-06T15:40:00.000,0,0,10172.821844070933,10172.821844070933,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1638,3,2025-07-06T08:25:00.000,AtRestaurant,11,2025-07-06T08:30:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-06T08:30:00.000,2025-07-06T16:30:00.000,0,0,10552.879312509496,10552.879312509496,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
1643,3,2025-07-06T16:30:00.000,AtHome,0,2025-07-06T16:35:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-06T16:35:00.000,2025-07-06T16:55:00.000,0,0,10552.879312509496,10548.163008173637,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1647,0,2025-07-06T14:45:00.000,AtHome,3,2025-07-06T14:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T14:50:00.000,2025-07-06T17:15:00.000,0,0,9666.408898388745,9638.212036161261,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1649,0,2025-07-06T17:15:00.000,AtRecreation,10,2025-07-06T17:20:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-06T17:20:00.000,2025-07-06T17:25:00.000,0,0,9638.212036161261,9638.212036161261,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1651,1,2025-07-06T15:40:00.000,AtHome,2,2025-07-06T15:45:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T15:45:00.000,2025-07-06T17:35:00.000,0,0,10172.821844070933,10151.431121001808,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1653,1,2025-07-06T17:35:00.000,AtRecreation,10,2025-07-06T17:40:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-06T17:40:00.000,2025-07-06T17:45:00.000,0,0,10151.431121001808,10151.431121001808,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1658,4,2025-07-06T08:25:00.000,AtRestaurant,11,2025-07-06T08:35:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-06T08:35:00.000,2025-07-06T18:10:00.000,0,0,10464.218441651423,10464.218441651423,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
1664,2,2025-07-05T19:50:00.000,AtRestaurant,11,2025-07-05T20:00:00.000,1,AtHome,1,AtHome,Coming Back From Restaurant,2025-07-05T20:00:00.000,2025-07-06T18:40:00.000,0,0,11039.232776937157,11035.232776937157,POINT (485057.58590894594 4420442.765882327),Apartment,0,None,None
1664,4,2025-07-06T18:10:00.000,AtHome,0,2025-07-06T18:20:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-06T18:20:00.000,2025-07-06T18:40:00.000,0,0,10464.218441651423,10459.502137315563,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1669,1,2025-07-06T17:45:00.000,AtHome,2,2025-07-06T17:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T17:50:00.000,2025-07-06T19:05:00.000,0,0,10151.431121001808,10136.84653709104,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1670,0,2025-07-06T17:25:00.000,AtHome,3,2025-07-06T17:30:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T17:30:00.000,2025-07-06T19:10:00.000,0,0,9638.212036161261,9618.765924280238,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1671,2,2025-07-06T18:40:00.000,AtHome,1,2025-07-06T18:55:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-06T18:55:00.000,2025-07-06T19:15:00.000,0,0,11035.232776937157,11030.516472601297,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1671,1,2025-07-06T19:05:00.000,AtRecreation,10,2025-07-06T19:10:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-06T19:10:00.000,2025-07-06T19:15:00.000,0,0,10136.84653709104,10132.84653709104,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1672,0,2025-07-06T19:10:00.000,AtRecreation,10,2025-07-06T19:15:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-06T19:15:00.000,2025-07-06T19:20:00.000,0,0,9618.765924280238,9618.765924280238,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1689,0,2025-07-06T19:20:00.000,AtHome,3,2025-07-06T19:25:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T19:25:00.000,2025-07-06T20:45:00.000,0,0,9618.765924280238,9603.20903477542,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1691,1,2025-07-06T19:15:00.000,AtHome,2,2025-07-06T19:20:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T19:20:00.000,2025-07-06T20:55:00.000,0,0,10132.84653709104,10114.372730804069,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1693,1,2025-07-06T20:55:00.000,AtRecreation,10,2025-07-06T21:00:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-06T21:00:00.000,2025-07-06T21:05:00.000,0,0,10114.372730804069,10114.372730804069,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1711,1,2025-07-06T21:05:00.000,AtHome,2,2025-07-06T21:10:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T21:10:00.000,2025-07-06T22:35:00.000,0,0,10114.372730804069,10097.8435357052,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1713,1,2025-07-06T22:35:00.000,AtRecreation,10,2025-07-06T22:40:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-06T22:40:00.000,2025-07-06T22:45:00.000,0,0,10097.8435357052,10097.8435357052,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1717,1,2025-07-06T22:45:00.000,AtHome,2,2025-07-06T22:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-06T22:50:00.000,2025-07-06T23:05:00.000,0,0,10097.8435357052,10094.926618923047,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1812,0,2025-07-06T20:45:00.000,AtRecreation,10,2025-07-06T20:50:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-06T20:50:00.000,2025-07-07T07:00:00.000,0,0,9603.20903477542,9599.20903477542,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1822,1,2025-07-06T23:05:00.000,AtRecreation,10,2025-07-06T23:10:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-06T23:10:00.000,2025-07-07T07:50:00.000,0,0,10094.926618923047,10090.926618923047,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1823,2,2025-07-06T19:15:00.000,AtRestaurant,11,2025-07-06T19:25:00.000,1,AtHome,1,AtHome,Coming Back From Restaurant,2025-07-06T19:25:00.000,2025-07-07T07:55:00.000,0,0,11030.516472601297,11026.516472601297,POINT (485057.58590894594 4420442.765882327),Apartment,0,None,None
1823,4,2025-07-06T18:40:00.000,AtRestaurant,11,2025-07-06T18:50:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-06T18:50:00.000,2025-07-07T07:55:00.000,0,0,10459.502137315563,10459.502137315563,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
1824,3,2025-07-06T16:55:00.000,AtRestaurant,11,2025-07-06T17:00:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-06T17:00:00.000,2025-07-07T08:00:00.000,0,0,10548.163008173637,10548.163008173637,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
1829,4,2025-07-07T07:55:00.000,AtHome,0,2025-07-07T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-07T08:05:00.000,2025-07-07T08:25:00.000,0,0,10459.502137315563,10454.785832979704,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1829,3,2025-07-07T08:00:00.000,AtHome,0,2025-07-07T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-07T08:05:00.000,2025-07-07T08:25:00.000,0,0,10548.163008173637,10543.446703837777,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1885,0,2025-07-07T07:00:00.000,AtHome,3,2025-07-07T07:05:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-07T07:05:00.000,2025-07-07T13:05:00.000,0,0,9599.20903477542,10199.20903477542,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
1885,1,2025-07-07T07:50:00.000,AtHome,2,2025-07-07T07:55:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-07T07:55:00.000,2025-07-07T13:05:00.000,0,0,10090.926618923047,10607.593285589714,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
1890,0,2025-07-07T13:05:00.000,AtWork,9,2025-07-07T13:10:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-07T13:10:00.000,2025-07-07T13:30:00.000,0,0,10199.20903477542,10194.49273043956,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
